Date,OrderID,Platform,SKU,ASIN,Quantity,Rate,Amount,State,City,Pincode,Category,Source
2018-11-23,,Amazon Stores,ACYL1515S,,1,84.75,84.75,,KOLKATA,700028.0,,Historical_historical_data_2018_nov2024
2018-11-23,,Flipkart Store,ACMN02,,1,951.43,951.43,,Agartala,799002.0,,Historical_historical_data_2018_nov2024
2018-11-23,,Amazon Stores,LIRH02,,1,1270.34,1270.34,,Bangalore,560022.0,,Historical_historical_data_2018_nov2024
2018-11-23,,Amazon Stores,LIRH01,,1,1100.85,1100.85,,BENGALURU,560103.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Flipkart Store,ACMN02,,1,951.43,951.43,,Warangal Rural District,506313.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,LIRH01,,1,1100.85,1100.85,,HOWRAH,711105.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,ACYL1013B,,1,1159.82,1159.82,,MUMBAI,400042.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,CMSM03,,1,981.25,981.25,,PATNA,800025.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,ACMN03,,1,999.05,999.05,,HYDERABAD,500042.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Flipkart Store,LIRH02,,1,1185.59,1185.59,,Zirakpur,140603.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,KOLKATA,700004.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,ACYL1515S,,1,1694.07,1694.07,,CHENNAI,600016.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,ACIB6DS,,1,2499.11,2499.11,,NEW DELHI,110034.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,ACMN01,,1,999.05,999.05,,HYDERABAD,500048.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,LBL1450B,,1,2372.03,2372.03,,BODH GAYA,824231.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,LPM01,,1,846.61,846.61,,Latur,413531.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Flipkart Store,CHTK01,,1,1609.32,1609.32,,Jaipur,302031.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,LYM01,,1,1270.34,1270.34,,Amritsar,143001.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,LWM01,,1,846.61,846.61,,KOZHIKODE,673017.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,ACYL522,,1,846.61,846.61,,KOLKATA,700059.0,,Historical_historical_data_2018_nov2024
2018-11-24,,Amazon Stores,LICRH01,,1,1863.56,1863.56,,MORADABAD,244001.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,ACFT131,,1,1516.96,1516.96,,MUMBAI,400031.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,JHAJHA,811308.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,CMSM03,,1,981.25,981.25,,BHADOHI,221401.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,LHB01,,1,1016.1,1016.1,,NEW DELHI,110092.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,LYM01,,1,1270.34,1270.34,,Srinagar-5 . Kashmir,190005.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,LICRH01,,1,1863.56,1863.56,,"BHUBANESWAR, DIST: KHURDHA",751005.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,LIRH01,,1,1100.85,1100.85,,BENGALURU,560102.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,BHAVNAGAR,364001.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,ACYL210,,1,1439.83,1439.83,,RANIPETTAI,632403.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,ACYL1515S,,1,1694.07,1694.07,,BENGALURU,560102.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,ACMN01,,1,999.05,999.05,,GUNTUR,522007.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,ACIB6DS,,1,2499.11,2499.11,,BENGALURU,560027.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,ACMN03,,1,999.05,999.05,,NELLORE,524003.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Flipkart Store,LIRH02,,1,1185.59,1185.59,,Sundarnagar,175027.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Flipkart Store,ACMN02,,1,951.43,951.43,,Maruteru,534122.0,,Historical_historical_data_2018_nov2024
2018-11-25,,Amazon Stores,LWM01,,1,846.61,846.61,,bangalore,560069.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,ACMN02,,1,999.05,999.05,,Nagpur,440030.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,LWM01,,1,846.61,846.61,,NEW DELHI,110017.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,ACMN03,,1,999.05,999.05,,PUNE,410401.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,LYM01,,1,1270.34,1270.34,,CHENNAI,600074.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,ACYL1515S,,1,1694.07,1694.07,,MUMBAI,400097.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,LIRH02,,1,1270.34,1270.34,,Chennai,600033.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,LPM01,,1,1185.59,1185.59,,HYDERABAD,500040.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,RANCHI,834001.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,ACIB6DS,,1,2499.11,2499.11,,CHENNAI,600119.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,ACYL522,,1,761.86,761.86,,HYDERABAD,500032.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,LIRH01,,1,1100.85,1100.85,,GANGARAMPUR,733124.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,NOIDA,201301.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,ACMN01,,1,999.05,999.05,,DIMAPUR,797112.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,CMSM03,,1,981.25,981.25,,GWALIOR,474009.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,LA1,,1,2231.25,2231.25,,NAGIREDDIPALLE,516150.0,,Historical_historical_data_2018_nov2024
2018-11-26,,Amazon Stores,LICRH01,,1,1863.56,1863.56,,NAGROTA,181221.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,LPM01,,1,1185.59,1185.59,,PANVEL,410222.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Flipkart Store,LIRH02,,1,1185.59,1185.59,,Jhajjar District,124108.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,LECS02,,1,2117.8,2117.8,,TIRUCHIRAPPALLI,620007.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,Mumbai,400104.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,LWM01,,1,846.61,846.61,,Gurugram,122001.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,NEW DELHI,110075.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACMN03,,1,999.05,999.05,,HYDERABAD,500048.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,LIRH01,,1,1100.85,1100.85,,CHANDIGARH,160047.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,LYM01,,1,1439.83,1439.83,,VARANASI,221005.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACFT13,,1,1606.25,1606.25,,BENGALURU,560048.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,GREATER NOIDA,201310.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,CMSM03,,1,981.25,981.25,,Chennai,600005.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACMN02,,1,999.05,999.05,,Pune,411057.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,LICRH01,,1,2117.8,2117.8,,kakinada,533003.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACYL1515S,,1,1694.07,1694.07,,CHANDIGARH,160022.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACYL522,,1,761.86,761.86,,BENGALURU,560087.0,,Historical_historical_data_2018_nov2024
2018-11-27,,Amazon Stores,ACYL210,,1,1439.83,1439.83,,NAGPUR,440006.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Flipkart Store,LECS02,,1,2372.03,2372.03,,Mumbai,400053.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,CMSM03,,1,981.25,981.25,,CHENNAI,600056.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACMN02,,1,999.05,999.05,,THANE,400603.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,LIRH02,,1,84.75,84.75,,Thane,400602.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACYL1515S,,1,25.42,25.42,,BONGAIGAON,783380.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,LICRH01,,1,2117.8,2117.8,,HYDERABAD,500049.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACYL522,,1,67.8,67.8,,BHUBANESWAR,751018.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACYL1013B,,1,1159.82,1159.82,,Chennai,600032.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,LIRH01,,1,1270.34,1270.34,,JHALRAPATAN,326023.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,BHIMAVARAM,534201.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,CHTK01,,1,1694.07,1694.07,,KHELARI,829205.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACMN03,,1,999.05,999.05,,BHATPARA,743126.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACFT13,,1,1606.25,1606.25,,CHENNAI,600128.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACYL210,,1,1355.08,1355.08,,THANE,401101.0,,Historical_historical_data_2018_nov2024
2018-11-28,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,PUNE,412308.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,LIRH01,,1,1270.34,1270.34,,Bangalore,560103.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,ACYL1515S,,1,1694.07,1694.07,,KODUMUR,518464.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,CMSM03,,1,981.25,981.25,,SURENDRANAGAR,363001.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,LA1,,1,2231.25,2231.25,,HYDERABAD,500089.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Flipkart Store,ACMN02,,1,951.43,951.43,,Patna,800009.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,ACIB6DS,,1,2499.11,2499.11,,Mumbai,400026.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,LYM01,,1,1270.34,1270.34,,HYDERABAD,500087.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,east Medinipur,721636.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,Jharsuguda,768216.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,LICRH01,,1,1863.56,1863.56,,Patiala,147001.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,ACMN03,,1,999.05,999.05,,THENI,625520.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,ACYL210,,1,1355.08,1355.08,,MYSORE,570008.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,LWM01,,1,846.61,846.61,,Mumbai,400072.0,,Historical_historical_data_2018_nov2024
2018-11-29,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,DIPKA,495446.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,LWM01,,1,846.61,846.61,,Guwahati,781003.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,LA1,,1,2052.68,2052.68,,NEW DELHI,110075.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,HYDERABAD,500081.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,LYM01,,1,1270.34,1270.34,,GARHWA,822114.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Flipkart Store,LECS02,,1,2372.03,2372.03,,Kanheipur,754022.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,OZAR,422207.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,LIRH01,,1,1270.34,1270.34,,HALDIA,721645.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,Bathinda,151001.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,CMSM03,,1,981.25,981.25,,THIRUVANANTHAPURAM,695573.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,ACMN03,,1,999.05,999.05,,NEYVELI,607803.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,ACYL1515S,,1,1863.56,1863.56,,bangalore,560037.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,ACIB6DS,,1,2499.11,2499.11,,BHUBANESWAR,751021.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,LICRH01,,1,2117.8,2117.8,,KANPUR,208007.0,,Historical_historical_data_2018_nov2024
2018-11-30,,Amazon Stores,LIRH02,,1,1270.34,1270.34,,NEW DELHI,110020.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,LICRH01,,1,1863.56,1863.56,,BENGALURU,560064.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,LWM01,,1,846.61,846.61,,MUMBAI,400008.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Flipkart Store,LECS02,,1,2372.03,2372.03,,Adinad,690573.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,LIRH01,,2,1270.34,2540.68,,LUDHIANA,141010.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,NEW DELHI,110009.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,ACYL1515S,,1,1863.56,1863.56,,GURUGRAM,122001.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,ACMN02,,1,999.05,999.05,,NIZAMABAD,503001.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,CMSM03,,1,981.25,981.25,,VIDISHA,464001.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,Kolkata,700091.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,BENGALURU,560016.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,ACMN03,,1,999.05,999.05,,HYDERABAD,500091.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,DURG,491001.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,LYM01,,1,1270.34,1270.34,,BHATPARA,743127.0,,Historical_historical_data_2018_nov2024
2018-12-01,,Amazon Stores,LIRH02,,1,1270.34,1270.34,,AHMEDABAD,380004.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,LA1,,1,2231.25,2231.25,,TIRUCHIRAPPALLI,620010.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACMN03,,1,999.05,999.05,,HYDERABAD,500089.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Flipkart Store,LWM01,,1,888.98,888.98,,Kolkata,700088.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,KOLKATA,700041.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,CMSM03,,1,981.25,981.25,,MALERKOTLA,148023.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACPV3,,1,891.96,891.96,,MUMBAI,400101.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,LIRH01,,1,1270.34,1270.34,,Chittoor town,517001.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,HOSUR,635126.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,NOIDA,201304.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACLRM01,,1,1609.32,1609.32,,RAIPUR,492001.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,LIRH02,,1,1270.34,1270.34,,PATNA,800020.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,LYM01,,1,1439.83,1439.83,,bangalore,560080.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,LICRH01,,1,1863.56,1863.56,,AGRA,282001.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACMN02,,1,999.05,999.05,,HYDERABAD,500050.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,NEW DELHI,110058.0,,Historical_historical_data_2018_nov2024
2018-12-02,,Amazon Stores,ACYL1515S,,1,1863.56,1863.56,,AHMEDABAD,380015.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,VISAKHAPATNAM,531001.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Amazon Stores,LWM01,,1,846.61,846.61,,MUMBAI,400053.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Amazon Stores,ACYL1515S,,1,1863.56,1863.56,,kurnool,518004.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,Nalbari,781348.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Amazon Stores,LYM01,,1,1439.83,1439.83,,mumbai,400012.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Amazon Stores,CMSM03,,1,981.25,981.25,,AHMEDABAD,382415.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Amazon Stores,LA1,,1,2231.25,2231.25,,Vrindavan,281121.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Flipkart Store,LIRH02,,1,1100.85,1100.85,,Bangalore,560098.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Flipkart Store,LICRH01,,1,1694.07,1694.07,,Bengaluru,560094.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Flipkart Store,ACMN03,,1,951.43,951.43,,Srikakulam District,532445.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Flipkart Store,ACYL210,,1,1439.83,1439.83,,Golaghat,785621.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Flipkart Store,LIRH01,,1,1100.85,1100.85,,Kheri District,262901.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Flipkart Store,ACMN02,,1,951.43,951.43,,Shimoga District,577211.0,,Historical_historical_data_2018_nov2024
2018-12-03,,Flipkart Store,ACYL1013B,,1,1185.59,1185.59,,East Godavari,533201.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Flipkart Store,LIRH02,,1,1100.85,1100.85,,Maigal Ganj,261505.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,ACYL522,,1,846.61,846.61,,NAVI MUMBAI,400706.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,Amberpet Hyderabad,500013.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,THANJAVUR,614804.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,CMSM03,,1,981.25,981.25,,NASHIK,422101.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,ACPV3,,1,891.96,891.96,,KOLLAM-12,691012.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,LWM01,,1,846.61,846.61,,Pune,411006.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,RAE BARELI,229001.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,ACYL1515S,,1,1863.56,1863.56,,BENGALURU,560067.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,ACMN03,,1,999.05,999.05,,HYDERABAD,500089.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Flipkart Store,ACMN02,,1,951.43,951.43,,Kalyan,400612.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Flipkart Store,LIRH01,,1,1016.1,1016.1,,Baudh District,762030.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Flipkart Store,LICRH01,,1,1694.07,1694.07,,Jhargram,721507.0,,Historical_historical_data_2018_nov2024
2018-12-04,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,NAHARLAGUN,791110.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Flipkart Store,LIRH02,,1,1185.59,1185.59,,Hamirpur District,174311.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Amazon Stores,ACYL1013B,,1,1338.39,1338.39,,HYDERABAD,500049.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Amazon Stores,CMSM03,,1,981.25,981.25,,BEGUSARAI,851101.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,CHENNAI,600100.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Amazon Stores,ACYL1515S,,1,1863.56,1863.56,,CHERUKAVU,673637.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Flipkart Store,LICRH01,,1,1694.07,1694.07,,Mahrajganj District,273301.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Flipkart Store,LWM01,,1,888.98,888.98,,Vazhakkala,682037.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Flipkart Store,LIRH01,,1,1100.85,1100.85,,Nawada,805110.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Flipkart Store,ACMN02,,1,951.43,951.43,,Prakasam District,523304.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Flipkart Store,LECS02,,1,2372.03,2372.03,,Kalamassery,682030.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Amazon Stores,ACLRM01,,1,1609.32,1609.32,,DEHRADUN,248001.0,,Historical_historical_data_2018_nov2024
2018-12-05,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,ROHTAK,124001.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACYL1515S,,1,1694.07,1694.07,,HYDERABAD,500047.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Flipkart Store,LIRH02,,1,1016.1,1016.1,,Samastipur District,848130.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACYL522,,1,846.61,846.61,,Navi Mumbai 400614,400614.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACFT131,,1,1516.96,1516.96,,sanvordem,403706.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Flipkart Store,LWM01,,1,888.98,888.98,,New Delhi,110030.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACYL210,,1,1439.83,1439.83,,RANCHI,834001.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,IGATPURI,422403.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,SECUNDERABAD,500010.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,LECH01,,1,1016.1,1016.1,,JAIPUR,302015.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,MUMBAI,400097.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACMN03,,1,999.05,999.05,,NANJANGUD,571301.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,LBL1450B,,1,2372.03,2372.03,,PUNE,412207.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Flipkart Store,LIRH01,,1,1100.85,1100.85,,Azamgarh District,276288.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,CMSM03,,1,981.25,981.25,,BENGALURU,560036.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Flipkart Store,ACMN02,,1,951.43,951.43,,Gudur,524101.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,ACPV3,,1,891.96,891.96,,BANGALORE,560076.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Flipkart Store,ACYL1013B,,1,1185.59,1185.59,,Lucknow,226012.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,CHTK01,,1,1694.07,1694.07,,VIRAJPETE,571216.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Flipkart Store,LICRH01,,1,1863.56,1863.56,,Pithoragarh,262501.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Flipkart Store,LECS02,,1,2372.03,2372.03,,Bangaon,743235.0,,Historical_historical_data_2018_nov2024
2018-12-06,,Amazon Stores,LYM01,,1,1270.34,1270.34,,SHIMLA,171005.0,,Historical_historical_data_2018_nov2024
2018-12-07,,Amazon Stores,13MMID4,,1,2372.03,2372.03,,KOLKATA,700099.0,,Historical_historical_data_2018_nov2024
2018-12-07,,Amazon Stores,ACFT15,,1,2231.25,2231.25,,AHMEDABAD,380055.0,,Historical_historical_data_2018_nov2024
2018-12-07,,Amazon Stores,LPM01,,1,1185.59,1185.59,,GANDHINAGAR,382011.0,,Historical_historical_data_2018_nov2024
2018-12-07,,Amazon Stores,ACIB6DS,,1,2677.68,2677.68,,NEW DELHI,110062.0,,Historical_historical_data_2018_nov2024
2018-12-07,,Amazon Stores,LWM01,,1,846.61,846.61,,NEW TOWN,700156.0,,Historical_historical_data_2018_nov2024
2018-12-07,,Amazon Stores,ACMN01,,1,1046.67,1046.67,,NARASAPUR,534275.0,,Historical_historical_data_2018_nov2024
2018-12-07,,Amazon Stores,LBL520,,1,1948.31,1948.31,,PALANPUR,385001.0,,Historical_historical_data_2018_nov2024
